time (ms),time_raw,x_accel,y_accel,z_accel,g_measured
1237.7523,5342.35274,-0.024399,-1.117981,0.18512,1.133466
1240.7061,5342.382278,0.017838,-1.063126,0.238647,1.089728
1243.6597,5342.411814,-0.062363,-1.035995,0.214401,1.059785
1246.6136,5342.441353,-0.093353,-1.002197,0.112183,1.012768
1249.5675,5342.470892,-0.132187,-0.985474,0.159775,1.007055
1252.5211,5342.500428,-0.117126,-0.969543,0.151169,0.988223
1255.4752,5342.529969,0.069382,-0.983246,0.151062,0.997199
1258.4289,5342.559506,-0.087799,-0.988998,0.301926,1.037779
1261.3831,5342.589048,0.064789,-0.955231,0.221313,0.982671
1264.337,5342.618587,0.034195,-0.97287,0.190475,0.99193
1267.2908,5342.648125,-0.075806,-0.950363,0.20665,0.975521
1270.2448,5342.677665,-0.005905,-0.974258,0.189133,0.992464
1273.1985,5342.707202,0.033203,-1.001541,0.188812,1.019724
1276.1527,5342.736744,-0.139618,-0.927368,0.194489,0.957774
1279.1066,5342.766283,-0.117035,-0.948425,0.212723,0.979009
1282.0608,5342.795825,0.039749,-0.978745,0.141174,0.989672
1285.0145,5342.825362,0.134583,-1.02594,0.137573,1.043835
1287.9684,5342.854901,0.01973,-0.943069,0.255295,0.977213
1290.9225,5342.884442,-0.133362,-0.914932,0.257584,0.95981
1293.8763,5342.91398,-0.092148,-0.916824,0.294403,0.967332
1296.8303,5342.94352,-0.109726,-0.919495,0.21759,0.951239
1299.7841,5342.973058,-0.038208,-0.913254,0.276154,0.954858
1302.7382,5343.002599,-0.080261,-0.939957,0.192001,0.962717
1305.6922,5343.032139,-0.061783,-0.920319,0.283752,0.965049
1308.6461,5343.061678,-0.049713,-0.895706,0.353043,0.964054
1311.6,5343.091217,-0.017426,-0.906784,0.360321,0.975906
1314.554,5343.120757,0.058914,-0.886398,0.413574,0.979906
1317.508,5343.150297,0.092178,-0.906754,0.404022,0.996962
1320.462,5343.179837,0.220963,-0.93988,0.458191,1.068709
1323.4158,5343.209375,0.273956,-0.893402,0.422348,1.025474
1326.3698,5343.238915,0.252823,-0.942703,0.405548,1.056919
1329.3237,5343.268454,0.10321,-0.912094,0.524658,1.057277
1332.2776,5343.297993,0.265182,-0.871628,0.508865,1.043552
1335.2314,5343.327531,0.388412,-0.967239,0.487122,1.150523
1338.1854,5343.357071,0.190582,-0.783493,0.564407,0.984245
1341.1392,5343.386609,0.082809,-1.032516,0.534653,1.165676
1344.0931,5343.416148,0.299179,-1.080643,0.542328,1.245559
1347.0473,5343.44569,0.406967,-0.192581,0.290237,0.535675
1350.001,5343.475227,0.469101,-0.710632,0.825089,1.185675
1352.9544,5343.504761,-0.129623,-0.869751,-0.3638,0.95164
1355.9086,5343.534303,0.100052,-7.231018,2.344589,7.602285
1358.8624,5343.563841,0.118896,-0.165909,0.248154,0.321313
1361.816,5343.593377,0.187531,-0.289948,0.222534,0.410803
1364.7699,5343.622916,0.275452,-0.389328,0.360779,0.598006
1367.724,5343.652457,0.275879,-0.490814,0.490295,0.74659
1370.6777,5343.681994,0.283936,-0.564987,0.559265,0.844161
1373.6319,5343.711536,0.303909,-0.620972,0.571182,0.896781
1376.5861,5343.741078,0.311768,-0.625427,0.560806,0.896026
1379.5402,5343.770619,0.364426,-0.580597,0.462799,0.827092
1382.4941,5343.800158,0.309464,-0.560944,0.364227,0.736944
1385.4481,5343.829698,0.216858,-0.474777,0.32486,0.614796
1388.4018,5343.859235,0.178284,-0.48877,0.286545,0.59396
1391.3561,5343.888778,0.177917,-0.514877,0.276337,0.610832
1394.31,5343.918317,0.217743,-0.539352,0.26445,0.638942
1397.264,5343.947857,0.251114,-0.649826,0.290909,0.754957
1400.218,5343.977397,0.296753,-0.769089,0.30983,0.880656
1403.1717,5344.006934,0.347351,-0.88266,0.361343,1.015042
1406.1252,5344.036469,0.229416,-1.080292,0.482025,1.204994
1409.0794,5344.066011,0.065552,-1.273682,0.542862,1.386096
1412.0335,5344.095552,0.388474,-1.480774,0.456924,1.597618
1414.9876,5344.125093,0.455978,-1.563568,0.382507,1.673013
1417.9416,5344.154633,-0.268417,-1.354706,0.333801,1.420809
1420.8954,5344.184171,-0.260132,-1.265518,0.004349,1.291984
1423.8475,5344.213692,0.159637,-1.158539,-0.17215,1.182088
1426.8032,5344.243249,-0.178772,-1.00177,-0.060074,1.019368
1429.7544,5344.272761,-0.196381,-1.057343,-0.00824,1.075456
1432.7106,5344.302323,-0.138031,-0.990936,0.02742,1.000879
1435.6644,5344.331861,-0.110199,-0.981339,0.05658,0.989126
1438.6181,5344.361398,-0.056091,-0.971909,0.114853,0.980277
1441.5697,5344.390914,-0.042755,-0.997681,0.126083,1.006525
1444.5263,5344.42048,0.025009,-0.997513,0.128738,1.006097
1447.4803,5344.45002,0.029343,-0.997742,0.156891,1.010428
1450.4346,5344.479563,-0.017227,-0.997101,0.14856,1.008254
1453.3889,5344.509106,0.001389,-1.008331,0.127335,1.016341
1456.3429,5344.538646,-0.031113,-0.998169,0.133347,1.007517
1459.297,5344.568187,-0.018143,-1.010071,0.135498,1.01928
1462.2511,5344.597728,-0.105209,-0.970703,0.082794,0.979892
1465.205,5344.627267,-0.304031,-0.880096,0.110321,0.937644
1468.1594,5344.656811,-0.397888,-0.944839,-0.020691,1.02541
1471.1136,5344.686353,-0.115524,-1.067398,-0.063995,1.075537
1474.0682,5344.715899,0.24057,-0.92041,0.129211,0.960065
1477.0225,5344.745442,-0.122437,-1.325943,-0.470657,1.412315
1479.9769,5344.774986,-0.039017,-1.410736,-0.197052,1.424966
1482.9312,5344.804529,0.300278,-0.681946,0.874451,1.148861
1485.8855,5344.834072,0.530136,-0.934143,0.536713,1.20072
1488.8398,5344.863615,1.005707,-1.092346,0.637482,1.615874
1491.7939,5344.893156,0.660324,-0.870117,0.838272,1.376892
1494.7477,5344.922694,0.342606,-0.585556,0.835907,1.076566
1497.7016,5344.952233,0.179764,-0.413742,0.659164,0.798746
1500.6558,5344.981775,0.333176,-0.477844,0.491135,0.761941
1503.6096,5345.011313,0.524292,-0.500473,0.391602,0.823837
1506.564,5345.040857,0.439835,-0.504822,0.430359,0.795932
1509.5181,5345.070398,0.104996,-0.475342,0.407669,0.634955
1512.4722,5345.099939,-0.00293,-0.67244,0.44812,0.808081
1515.4262,5345.129479,0.337219,-0.775681,0.914017,1.245321
1518.3806,5345.159023,0.116943,-1.006546,0.552994,1.154388
1521.3348,5345.188565,0.112976,-1.256714,0.171906,1.273438
1524.2887,5345.218104,0.14743,-1.2285,0.025162,1.237571
1527.2429,5345.247646,0.181305,-1.20845,-0.082596,1.224764
1530.1968,5345.277185,0.199753,-1.258057,0.119278,1.279388
1533.1508,5345.306725,-0.015717,-1.259064,0.280518,1.29003
1536.1048,5345.336265,-0.105133,-1.143356,0.300858,1.186942
1539.0589,5345.365806,-0.004974,-1.027374,0.284317,1.066001
1542.0128,5345.395345,-0.030899,-0.972397,0.293259,1.016126
1544.9669,5345.424886,-0.0896,-0.950439,0.241776,0.984794
1547.9208,5345.454425,-0.096146,-0.944809,0.183701,0.967292
1550.8747,5345.483964,-0.085052,-0.934021,0.177704,0.954572
1553.8285,5345.513502,-0.073792,-0.963287,0.177155,0.982218
1556.7824,5345.543041,-0.112091,-0.962799,0.168152,0.983779
1559.7366,5345.572583,-0.106766,-0.95845,0.132538,0.973443
1562.6907,5345.602124,-0.061996,-0.978333,0.156204,0.992662
1565.6448,5345.631665,-0.083786,-0.968155,0.17688,0.98774
1568.599,5345.661207,-0.113266,-0.957413,0.137741,0.973879
1571.5535,5345.690752,-0.188232,-0.956604,0.099075,0.979969
1574.5077,5345.720294,-0.195953,-0.955444,0.097015,0.980145
1577.462,5345.749837,-0.122391,-0.977325,0.050644,0.98626
1580.4158,5345.779375,-0.205276,-0.948898,0.045013,0.971891
1583.3705,5345.808922,-0.368011,-0.960022,0.102859,1.033274
1586.325,5345.838467,-0.160248,-1.01326,0.070877,1.028299
1589.279,5345.868007,0.097336,-1.035919,0.052399,1.041801
1592.233,5345.897547,-0.170151,-0.860687,0.179138,0.895446
1595.1871,5345.927088,-0.884995,-0.930984,0.300385,1.319158
1598.1409,5345.956626,-0.139359,-0.901367,0.041931,0.91304
1601.0956,5345.986173,0.916763,-1.350433,-0.622849,1.747016
1604.0499,5346.015716,-0.046188,-0.893555,1.079391,1.40202
1607.0043,5346.04526,-0.792038,-1.974564,-0.46228,2.177138
1609.9585,5346.074802,0.366867,-0.485489,0.326736,0.690686
1612.913,5346.104347,0.356705,-0.746872,0.386749,0.913581
1615.8671,5346.133888,0.143173,-1.058945,0.408386,1.143959
1618.8222,5346.163439,0.35907,-1.139633,0.391693,1.257425
1621.7768,5346.192985,0.451675,-1.257629,0.516541,1.43264
1624.7313,5346.22253,0.28064,-1.200577,0.530258,1.342131
1627.6858,5346.252075,0.24971,-0.803802,0.511353,0.984853
1630.64,5346.281617,0.198853,-0.717834,0.478973,0.885576
1633.5926,5346.311143,0.182388,-0.610001,0.392899,0.748155
1636.5486,5346.340703,0.428909,-0.569397,0.369736,0.803045
1639.5029,5346.370246,0.356293,-0.462433,0.383942,0.698713
1642.4569,5346.399786,0.298508,-0.294586,0.228928,0.477803
1645.4052,5346.429269,-0.130539,-0.595093,0.11203,0.619457
1648.3596,5346.458813,0.198807,-0.703629,0.792328,1.078147
1651.3123,5346.48834,-0.131226,-0.960648,0.768021,1.236899
1654.2688,5346.517905,0.173355,-1.379974,0.299744,1.422753
1657.2234,5346.547451,0.257721,-1.680969,-0.257538,1.720001
1660.1778,5346.576995,0.007156,-1.732956,0.02359,1.733131
1663.1324,5346.606541,-0.196381,-1.275269,-0.050385,1.291284
1666.0869,5346.636086,-0.234283,-1.003998,0.008209,1.031003
1669.0415,5346.665632,-0.173996,-0.979507,0.156021,1.007002
1671.9958,5346.695175,-0.093704,-0.924072,0.199921,0.950083
1674.9502,5346.724719,0.003769,-0.964127,0.248718,0.995698
1677.9044,5346.754261,-0.02887,-0.987366,0.28363,1.027702
1680.8586,5346.783803,0.053314,-0.977264,0.291931,1.021329
1683.8128,5346.813345,0.014374,-0.958527,0.271957,0.996464
1686.7668,5346.842885,-0.069077,-0.962784,0.238556,0.9943
1689.7211,5346.872428,-0.088058,-0.989136,0.209137,1.014831
1692.6754,5346.901971,-0.092789,-1.00177,0.162735,1.019135
1695.6298,5346.931515,-0.103516,-0.98941,0.17746,1.010515
1698.584,5346.961057,-0.148743,-0.996994,0.167938,1.021922
1701.5385,5346.990602,-0.136398,-0.972458,0.192169,1.000604
1704.4929,5347.020146,-0.134842,-0.994217,0.305161,1.0487
1707.4471,5347.049688,0.089676,-1.038345,0.264465,1.075242
1710.4015,5347.079232,0.103012,-0.998718,0.075073,1.00682
1713.3556,5347.108773,-0.352142,-0.931503,0.164352,1.009314
1716.3095,5347.138312,-0.498474,-0.879608,0.259216,1.043734
1719.2637,5347.167854,0.415405,-0.980453,-0.03009,1.065249
1722.2177,5347.197394,0.483353,-1.204529,-0.046448,1.298721
1725.1718,5347.226935,-0.547821,-1.124481,0.023239,1.251042
1728.1257,5347.256474,-0.651093,-1.343979,-0.419067,1.55107
1731.08,5347.286017,0.026749,-0.795731,0.070526,0.799298
1734.0343,5347.31556,0.135788,-0.805252,0.11734,0.825008
1736.9884,5347.345101,0.162827,-0.97467,0.076935,0.991168
1739.9426,5347.374643,0.080917,-0.867767,0.156052,0.885392
1742.897,5347.404187,-0.056351,-0.775284,0.163559,0.79435
1745.8513,5347.43373,-0.007339,-0.876434,0.156509,0.890329
1748.8058,5347.463275,0.058197,-0.996475,0.128403,1.006398
1751.7602,5347.492819,0.088303,-0.983917,0.172958,1.002898
1754.7147,5347.522364,-0.054031,-1.01709,0.193634,1.036767
1757.6689,5347.551906,-0.278168,-0.93924,0.173813,0.994866
1760.6234,5347.581451,-0.415146,-0.879166,0.057755,0.973968
1763.5776,5347.610993,-0.141739,-0.894119,-0.108566,0.911771
1766.5318,5347.640535,0.139008,-0.988464,-0.115143,1.00481
1769.486,5347.670077,0.081787,-1.075317,0.072464,1.080855
1772.4402,5347.699619,0.006912,-1.217346,0.086349,1.220424
1775.3947,5347.729164,-0.139954,-1.149048,-0.042526,1.158321
1778.3492,5347.758709,-0.171158,-1.017197,-0.183533,1.047697
1781.3036,5347.788253,-0.16391,-0.983704,-0.124863,1.005052
1784.258,5347.817797,-0.169418,-0.997604,-0.090103,1.015892
1787.2124,5347.847341,-0.160919,-0.972092,-0.136429,0.994721
1790.1662,5347.876879,-0.157806,-0.968048,-0.085403,0.984537
1793.121,5347.906427,-0.136887,-0.973495,-0.074966,0.985927
1796.075,5347.935967,-0.115036,-0.990509,-0.034058,0.997748
1799.0291,5347.965508,-0.124054,-0.990921,-0.030441,0.99912
1801.9834,5347.995051,-0.115845,-0.970932,-0.041016,0.978678
1804.9377,5348.024594,-0.122528,-0.985657,-0.034119,0.993829
1807.8915,5348.054132,-0.135727,-0.976227,-0.077042,0.988623
1810.8462,5348.083679,-0.114532,-0.983795,-0.047684,0.991587
1813.8005,5348.113222,-0.154175,-0.981857,-0.049179,0.995104
1816.7547,5348.142764,-0.122849,-0.975189,-0.075378,0.985783
1819.7089,5348.172306,-0.12294,-0.971481,-0.073898,0.982014
1822.663,5348.201847,-0.122482,-0.961166,-0.095032,0.973588
1825.617,5348.231387,-0.122238,-0.981857,-0.09079,0.993594
1828.5715,5348.260932,-0.126617,-0.965332,-0.113007,0.980137
1831.5257,5348.290474,-0.156281,-0.973831,-0.117538,0.99327
1834.4797,5348.320014,-0.14357,-0.966644,-0.127365,0.985513
1837.4338,5348.349555,-0.12825,-0.979706,-0.108292,0.993981
1840.3877,5348.379094,-0.128723,-0.980362,-0.114883,0.995428
1843.3402,5348.408619,-0.107864,-0.976776,-0.09491,0.987286
1846.2961,5348.438178,-0.121674,-0.97966,-0.094849,0.991733
1849.2504,5348.467721,-0.115936,-0.971481,-0.117966,0.985461
1852.2048,5348.497265,-0.121292,-0.971298,-0.120758,0.986263
1855.1593,5348.52681,-0.122742,-0.985962,-0.128906,1.0019
1858.1135,5348.556352,-0.126617,-0.960709,-0.111572,0.975419
1861.0676,5348.585893,-0.102783,-0.993164,-0.128296,1.006677
1864.0221,5348.615438,-0.072601,-0.972122,-0.107376,0.980725
1866.9764,5348.644981,-0.116013,-0.982315,-0.103455,0.994537
1869.9308,5348.674525,-0.096085,-0.98259,-0.098114,0.99214
1872.885,5348.704067,-0.117111,-0.989105,-0.106064,1.001646
1875.8392,5348.733609,-0.109055,-0.954025,-0.169922,0.975157
